Scenario,Region,Variable,Year,Value
Evolving Policies,Alberta,Interprovincial Out-Flows,2044,876
Evolving Policies,Alberta,Imports,2044,0
Evolving Policies,Alberta,Exports,2044,350.4
Evolving Policies,Alberta,Net Exports,2044,350.4
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2044,876
Evolving Policies,British Columbia,Interprovincial In-Flows,2044,854.1
Evolving Policies,British Columbia,Interprovincial Out-Flows,2044,0
Evolving Policies,British Columbia,Imports,2044,7740.642
Evolving Policies,British Columbia,Exports,2044,4380
Evolving Policies,British Columbia,Net Exports,2044,-3360.642
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2044,-854.1
Evolving Policies,Canada,Interprovincial In-Flows,2044,58543.94
Evolving Policies,Canada,Interprovincial Out-Flows,2044,60045.07
Evolving Policies,Canada,Imports,2044,12124.55
Evolving Policies,Canada,Exports,2044,53754.24
Evolving Policies,Canada,Net Exports,2044,41629.69
Evolving Policies,Canada,Net Interprovincial Out-Flows,2044,1501.13
Evolving Policies,Manitoba,Interprovincial In-Flows,2044,427.05
Evolving Policies,Manitoba,Interprovincial Out-Flows,2044,2190
Evolving Policies,Manitoba,Imports,2044,23.3804
Evolving Policies,Manitoba,Exports,2044,10360.91
Evolving Policies,Manitoba,Net Exports,2044,10337.5296
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2044,1762.95
Evolving Policies,New Brunswick,Interprovincial In-Flows,2044,1663.126
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2044,2665.426
Evolving Policies,New Brunswick,Imports,2044,2714.71
Evolving Policies,New Brunswick,Exports,2044,858.48
Evolving Policies,New Brunswick,Net Exports,2044,-1856.23
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2044,1002.3
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2044,0
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2044,39529.65
Evolving Policies,Newfoundland and Labrador,Imports,2044,0
Evolving Policies,Newfoundland and Labrador,Exports,2044,0
Evolving Policies,Newfoundland and Labrador,Net Exports,2044,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2044,39529.65
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2044,3782.487
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2044,48.312
Evolving Policies,Nova Scotia,Imports,2044,0
Evolving Policies,Nova Scotia,Exports,2044,0
Evolving Policies,Nova Scotia,Net Exports,2044,0
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2044,-3734.175
Evolving Policies,Ontario,Interprovincial In-Flows,2044,6703.71
Evolving Policies,Ontario,Interprovincial Out-Flows,2044,5764.621
Evolving Policies,Ontario,Imports,2044,823.2426
Evolving Policies,Ontario,Exports,2044,786.2399
Evolving Policies,Ontario,Net Exports,2044,-37.0027
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2044,-939.089
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2044,1258.503
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2044,0
Evolving Policies,Prince Edward Island,Imports,2044,0
Evolving Policies,Prince Edward Island,Exports,2044,0
Evolving Policies,Prince Edward Island,Net Exports,2044,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2044,-1258.503
Evolving Policies,Quebec,Interprovincial In-Flows,2044,41719.71
Evolving Policies,Quebec,Interprovincial Out-Flows,2044,8533.059
Evolving Policies,Quebec,Imports,2044,822.5746
Evolving Policies,Quebec,Exports,2044,36580.21
Evolving Policies,Quebec,Net Exports,2044,35757.6354
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2044,-33186.651
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2044,2135.25
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2044,438
Evolving Policies,Saskatchewan,Imports,2044,0
Evolving Policies,Saskatchewan,Exports,2044,438
Evolving Policies,Saskatchewan,Net Exports,2044,438
Evolving Policies,Saskatchewan,Net Interprovincial Out-Flows,2044,-1697.25
Current Policies,Alberta,Interprovincial In-Flows,2045,0
Current Policies,Alberta,Interprovincial Out-Flows,2045,4458.84
Current Policies,Alberta,Imports,2045,0
Current Policies,Alberta,Exports,2045,350.4
Current Policies,Alberta,Net Exports,2045,350.4
Current Policies,Alberta,Net Interprovincial Out-Flows,2045,4458.84
Current Policies,British Columbia,Interprovincial In-Flows,2045,4270.5
Current Policies,British Columbia,Interprovincial Out-Flows,2045,0
Current Policies,British Columbia,Imports,2045,5744.807
Current Policies,British Columbia,Exports,2045,3907.477
Current Policies,British Columbia,Net Exports,2045,-1837.33
Current Policies,British Columbia,Net Interprovincial Out-Flows,2045,-4270.5
Current Policies,Canada,Interprovincial In-Flows,2045,51890.33
Current Policies,Canada,Interprovincial Out-Flows,2045,53220.85
Current Policies,Canada,Imports,2045,17850.7
Current Policies,Canada,Exports,2045,47375.82
Current Policies,Canada,Net Exports,2045,29525.12
Current Policies,Canada,Net Interprovincial Out-Flows,2045,1330.52
Current Policies,Manitoba,Interprovincial In-Flows,2045,34.0704
Current Policies,Manitoba,Interprovincial Out-Flows,2045,2382.565
Current Policies,Manitoba,Imports,2045,1574.111
Current Policies,Manitoba,Exports,2045,10236.76
Current Policies,Manitoba,Net Exports,2045,8662.649
Current Policies,Manitoba,Net Interprovincial Out-Flows,2045,2348.4946
Current Policies,New Brunswick,Interprovincial In-Flows,2045,1397.965
Current Policies,New Brunswick,Interprovincial Out-Flows,2045,1205.875
Current Policies,New Brunswick,Imports,2045,1995.879
Current Policies,New Brunswick,Exports,2045,858.48
Current Policies,New Brunswick,Net Exports,2045,-1137.399
Current Policies,New Brunswick,Net Interprovincial Out-Flows,2045,-192.09
Current Policies,Newfoundland and Labrador,Interprovincial In-Flows,2045,0
Current Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2045,35479.9
Current Policies,Newfoundland and Labrador,Imports,2045,0
Current Policies,Newfoundland and Labrador,Exports,2045,0
Current Policies,Newfoundland and Labrador,Net Exports,2045,0
Current Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2045,35479.9
Current Policies,Nova Scotia,Interprovincial In-Flows,2045,3422.052
Current Policies,Nova Scotia,Interprovincial Out-Flows,2045,72.2937
Current Policies,Nova Scotia,Imports,2045,0
Current Policies,Nova Scotia,Exports,2045,0
Current Policies,Nova Scotia,Net Exports,2045,0
Current Policies,Nova Scotia,Net Interprovincial Out-Flows,2045,-3349.7583
Current Policies,Ontario,Interprovincial In-Flows,2045,1201.418
Current Policies,Ontario,Interprovincial Out-Flows,2045,6992.69
Current Policies,Ontario,Imports,2045,6816.06
Current Policies,Ontario,Exports,2045,1969.92
Current Policies,Ontario,Net Exports,2045,-4846.14
Current Policies,Ontario,Net Interprovincial Out-Flows,2045,5791.272
Current Policies,Prince Edward Island,Interprovincial In-Flows,2045,550.306
Current Policies,Prince Edward Island,Interprovincial Out-Flows,2045,0
Current Policies,Prince Edward Island,Imports,2045,0
Current Policies,Prince Edward Island,Exports,2045,0
Current Policies,Prince Edward Island,Net Exports,2045,0
Current Policies,Prince Edward Island,Net Interprovincial Out-Flows,2045,-550.306
Current Policies,Quebec,Interprovincial In-Flows,2045,38614.14
Current Policies,Quebec,Interprovincial Out-Flows,2045,2593.74
Current Policies,Quebec,Imports,2045,1195.74
Current Policies,Quebec,Exports,2045,29920.46
Current Policies,Quebec,Net Exports,2045,28724.72
Current Policies,Quebec,Net Interprovincial Out-Flows,2045,-36020.4
Current Policies,Saskatchewan,Interprovincial In-Flows,2045,2399.87
Current Policies,Saskatchewan,Interprovincial Out-Flows,2045,34.944
Current Policies,Saskatchewan,Imports,2045,524.1046
Current Policies,Saskatchewan,Exports,2045,132.3235
Current Policies,Saskatchewan,Net Exports,2045,-391.7811
Current Policies,Saskatchewan,Net Interprovincial Out-Flows,2045,-2364.926
Evolving Policies,Alberta,Interprovincial In-Flows,2045,0
Evolving Policies,Alberta,Interprovincial Out-Flows,2045,876
Evolving Policies,Alberta,Imports,2045,0
Evolving Policies,Alberta,Exports,2045,350.4
Evolving Policies,Alberta,Net Exports,2045,350.4
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2045,876
Evolving Policies,British Columbia,Interprovincial In-Flows,2045,854.1
Evolving Policies,British Columbia,Interprovincial Out-Flows,2045,0
Evolving Policies,British Columbia,Imports,2045,7216.138
Evolving Policies,British Columbia,Exports,2045,4380
Evolving Policies,British Columbia,Net Exports,2045,-2836.138
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2045,-854.1
Evolving Policies,Canada,Interprovincial In-Flows,2045,59175.12
Evolving Policies,Canada,Interprovincial Out-Flows,2045,60692.44
Evolving Policies,Canada,Imports,2045,13664.51
Evolving Policies,Canada,Exports,2045,51547.32
Evolving Policies,Canada,Net Exports,2045,37882.81
Evolving Policies,Canada,Net Interprovincial Out-Flows,2045,1517.32
Evolving Policies,Manitoba,Interprovincial In-Flows,2045,427.05
Evolving Policies,Manitoba,Interprovincial Out-Flows,2045,2190
Evolving Policies,Manitoba,Imports,2045,21.8392
Evolving Policies,Manitoba,Exports,2045,10247.21
Evolving Policies,Manitoba,Net Exports,2045,10225.3708
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2045,1762.95
Evolving Policies,New Brunswick,Interprovincial In-Flows,2045,811.8327
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2045,2713.857
Evolving Policies,New Brunswick,Imports,2045,3695.342
Evolving Policies,New Brunswick,Exports,2045,858.48
Evolving Policies,New Brunswick,Net Exports,2045,-2836.862
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2045,1902.0243
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2045,0
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2045,40437.15
Evolving Policies,Newfoundland and Labrador,Imports,2045,0
Evolving Policies,Newfoundland and Labrador,Exports,2045,0
Evolving Policies,Newfoundland and Labrador,Net Exports,2045,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2045,40437.15
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2045,3782.487
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2045,48.312
Evolving Policies,Nova Scotia,Imports,2045,0
Evolving Policies,Nova Scotia,Exports,2045,0
Evolving Policies,Nova Scotia,Net Exports,2045,0
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2045,-3734.175
Evolving Policies,Ontario,Interprovincial In-Flows,2045,7114.729
Evolving Policies,Ontario,Interprovincial Out-Flows,2045,5907.625
Evolving Policies,Ontario,Imports,2045,1210.742
Evolving Policies,Ontario,Exports,2045,0
Evolving Policies,Ontario,Net Exports,2045,-1210.742
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2045,-1207.104
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2045,1097.452
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2045,0
Evolving Policies,Prince Edward Island,Imports,2045,0
Evolving Policies,Prince Edward Island,Exports,2045,0
Evolving Policies,Prince Edward Island,Net Exports,2045,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2045,-1097.452
Evolving Policies,Quebec,Interprovincial In-Flows,2045,42952.23
Evolving Policies,Quebec,Interprovincial Out-Flows,2045,8081.494
Evolving Policies,Quebec,Imports,2045,1520.454
Evolving Policies,Quebec,Exports,2045,35273.23
Evolving Policies,Quebec,Net Exports,2045,33752.776
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2045,-34870.736
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2045,2135.25
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2045,438
Evolving Policies,Saskatchewan,Imports,2045,0
Evolving Policies,Saskatchewan,Exports,2045,438
Evolving Policies,Saskatchewan,Net Exports,2045,438
Evolving Policies,Saskatchewan,Net Interprovincial Out-Flows,2045,-1697.25
Current Policies,Alberta,Interprovincial In-Flows,2046,0
Current Policies,Alberta,Interprovincial Out-Flows,2046,3148.44
Current Policies,Alberta,Imports,2046,0
Current Policies,Alberta,Exports,2046,350.4
Current Policies,Alberta,Net Exports,2046,350.4
Current Policies,Alberta,Net Interprovincial Out-Flows,2046,3148.44
Current Policies,British Columbia,Interprovincial In-Flows,2046,2992.86
Current Policies,British Columbia,Interprovincial Out-Flows,2046,0
Current Policies,British Columbia,Imports,2046,5619.641
Current Policies,British Columbia,Exports,2046,2707.15
Current Policies,British Columbia,Net Exports,2046,-2912.491
Current Policies,British Columbia,Net Interprovincial Out-Flows,2046,-2992.86
Current Policies,Canada,Interprovincial In-Flows,2046,50685.66
Current Policies,Canada,Interprovincial Out-Flows,2046,51985.29
Current Policies,Canada,Imports,2046,18374.61
Current Policies,Canada,Exports,2046,46132.71
Current Policies,Canada,Net Exports,2046,27758.1
Current Policies,Canada,Net Interprovincial Out-Flows,2046,1299.63
Current Policies,Manitoba,Interprovincial In-Flows,2046,34.0704
Current Policies,Manitoba,Interprovincial Out-Flows,2046,2387.45
Current Policies,Manitoba,Imports,2046,1571.791
Current Policies,Manitoba,Exports,2046,10298.31
Current Policies,Manitoba,Net Exports,2046,8726.519
Current Policies,Manitoba,Net Interprovincial Out-Flows,2046,2353.3796
Current Policies,New Brunswick,Interprovincial In-Flows,2046,928.4649
Current Policies,New Brunswick,Interprovincial Out-Flows,2046,1230.711
Current Policies,New Brunswick,Imports,2046,2336.865
Current Policies,New Brunswick,Exports,2046,858.48
Current Policies,New Brunswick,Net Exports,2046,-1478.385
Current Policies,New Brunswick,Net Interprovincial Out-Flows,2046,302.2461
Current Policies,Newfoundland and Labrador,Interprovincial In-Flows,2046,0
Current Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2046,35600.51
Current Policies,Newfoundland and Labrador,Imports,2046,0
Current Policies,Newfoundland and Labrador,Exports,2046,0
Current Policies,Newfoundland and Labrador,Net Exports,2046,0
Current Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2046,35600.51
Current Policies,Nova Scotia,Interprovincial In-Flows,2046,3419.226
Current Policies,Nova Scotia,Interprovincial Out-Flows,2046,80.2828
Current Policies,Nova Scotia,Imports,2046,0
Current Policies,Nova Scotia,Exports,2046,0
Current Policies,Nova Scotia,Net Exports,2046,0
Current Policies,Nova Scotia,Net Interprovincial Out-Flows,2046,-3338.9432
Current Policies,Ontario,Interprovincial In-Flows,2046,1182.712
Current Policies,Ontario,Interprovincial Out-Flows,2046,7417.922
Current Policies,Ontario,Imports,2046,6921.709
Current Policies,Ontario,Exports,2046,1810.13
Current Policies,Ontario,Net Exports,2046,-5111.579
Current Policies,Ontario,Net Interprovincial Out-Flows,2046,6235.21
Current Policies,Prince Edward Island,Interprovincial In-Flows,2046,500.6971
Current Policies,Prince Edward Island,Interprovincial Out-Flows,2046,0
Current Policies,Prince Edward Island,Imports,2046,0
Current Policies,Prince Edward Island,Exports,2046,0
Current Policies,Prince Edward Island,Net Exports,2046,0
Current Policies,Prince Edward Island,Net Interprovincial Out-Flows,2046,-500.6971
Current Policies,Quebec,Interprovincial In-Flows,2046,39222.99
Current Policies,Quebec,Interprovincial Out-Flows,2046,2085.027
Current Policies,Quebec,Imports,2046,1452.672
Current Policies,Quebec,Exports,2046,29854.08
Current Policies,Quebec,Net Exports,2046,28401.408
Current Policies,Quebec,Net Interprovincial Out-Flows,2046,-37137.963
Current Policies,Saskatchewan,Interprovincial In-Flows,2046,2404.633
Current Policies,Saskatchewan,Interprovincial Out-Flows,2046,34.944
Current Policies,Saskatchewan,Imports,2046,471.9272
Current Policies,Saskatchewan,Exports,2046,254.1645
Current Policies,Saskatchewan,Net Exports,2046,-217.7627
Current Policies,Saskatchewan,Net Interprovincial Out-Flows,2046,-2369.689
Evolving Policies,Alberta,Interprovincial In-Flows,2046,0
Evolving Policies,Alberta,Interprovincial Out-Flows,2046,876
Evolving Policies,Alberta,Imports,2046,0
Evolving Policies,Alberta,Exports,2046,350.4
Evolving Policies,Alberta,Net Exports,2046,350.4
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2046,876
Evolving Policies,British Columbia,Interprovincial In-Flows,2046,854.1
Evolving Policies,British Columbia,Interprovincial Out-Flows,2046,0
Evolving Policies,British Columbia,Imports,2046,7320.716
Evolving Policies,British Columbia,Exports,2046,4380
Evolving Policies,British Columbia,Net Exports,2046,-2940.716
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2046,-854.1
Evolving Policies,Canada,Interprovincial In-Flows,2046,58645.48
Evolving Policies,Canada,Interprovincial Out-Flows,2046,60149.21
Evolving Policies,Canada,Imports,2046,13318.53
Evolving Policies,Canada,Exports,2046,52851.5
Evolving Policies,Canada,Net Exports,2046,39532.97
Evolving Policies,Canada,Net Interprovincial Out-Flows,2046,1503.73
Evolving Policies,Manitoba,Interprovincial In-Flows,2046,427.05
Evolving Policies,Manitoba,Interprovincial Out-Flows,2046,2190
Evolving Policies,Manitoba,Imports,2046,19.8267
Evolving Policies,Manitoba,Exports,2046,10143.31
Evolving Policies,Manitoba,Net Exports,2046,10123.4833
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2046,1762.95
Evolving Policies,New Brunswick,Interprovincial In-Flows,2046,1057.554
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2046,3016.884
Evolving Policies,New Brunswick,Imports,2046,3516.606
Evolving Policies,New Brunswick,Exports,2046,858.48
Evolving Policies,New Brunswick,Net Exports,2046,-2658.126
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2046,1959.33
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2046,0
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2046,40152.05
Evolving Policies,Newfoundland and Labrador,Imports,2046,0
Evolving Policies,Newfoundland and Labrador,Exports,2046,0
Evolving Policies,Newfoundland and Labrador,Net Exports,2046,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2046,40152.05
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2046,3752.84
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2046,48.312
Evolving Policies,Nova Scotia,Imports,2046,0
Evolving Policies,Nova Scotia,Exports,2046,0
Evolving Policies,Nova Scotia,Net Exports,2046,0
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2046,-3704.528
Evolving Policies,Ontario,Interprovincial In-Flows,2046,5804.757
Evolving Policies,Ontario,Interprovincial Out-Flows,2046,6438.009
Evolving Policies,Ontario,Imports,2046,1096.884
Evolving Policies,Ontario,Exports,2046,621.6799
Evolving Policies,Ontario,Net Exports,2046,-475.2041
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2046,633.252
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2046,1052.485
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2046,0
Evolving Policies,Prince Edward Island,Imports,2046,0
Evolving Policies,Prince Edward Island,Exports,2046,0
Evolving Policies,Prince Edward Island,Net Exports,2046,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2046,-1052.485
Evolving Policies,Quebec,Interprovincial In-Flows,2046,43561.44
Evolving Policies,Quebec,Interprovincial Out-Flows,2046,6989.956
Evolving Policies,Quebec,Imports,2046,1364.498
Evolving Policies,Quebec,Exports,2046,36059.63
Evolving Policies,Quebec,Net Exports,2046,34695.132
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2046,-36571.484
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2046,2135.25
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2046,438
Evolving Policies,Saskatchewan,Imports,2046,0
Evolving Policies,Saskatchewan,Exports,2046,438
Evolving Policies,Saskatchewan,Net Exports,2046,438
Evolving Policies,Saskatchewan,Net Interprovincial Out-Flows,2046,-1697.25
Current Policies,Alberta,Interprovincial In-Flows,2047,605.6013
Current Policies,Alberta,Interprovincial Out-Flows,2047,2333.626
Current Policies,Alberta,Imports,2047,505.9454
Current Policies,Alberta,Exports,2047,140.16
Current Policies,Alberta,Net Exports,2047,-365.7854
Current Policies,Alberta,Net Interprovincial Out-Flows,2047,1728.0247
Current Policies,British Columbia,Interprovincial In-Flows,2047,2198.416
Current Policies,British Columbia,Interprovincial Out-Flows,2047,621.1296
Current Policies,British Columbia,Imports,2047,6338.783
Current Policies,British Columbia,Exports,2047,2154.371
Current Policies,British Columbia,Net Exports,2047,-4184.412
Current Policies,British Columbia,Net Interprovincial Out-Flows,2047,-1577.2864
Current Policies,Canada,Interprovincial In-Flows,2047,50584.16
Current Policies,Canada,Interprovincial Out-Flows,2047,51881.19
Current Policies,Canada,Imports,2047,20030.3
Current Policies,Canada,Exports,2047,45438.11
Current Policies,Canada,Net Exports,2047,25407.81
Current Policies,Canada,Net Interprovincial Out-Flows,2047,1297.03
Current Policies,Manitoba,Interprovincial In-Flows,2047,34.0704
Current Policies,Manitoba,Interprovincial Out-Flows,2047,2361.609
Current Policies,Manitoba,Imports,2047,1573.846
Current Policies,Manitoba,Exports,2047,10354.91
Current Policies,Manitoba,Net Exports,2047,8781.064
Current Policies,Manitoba,Net Interprovincial Out-Flows,2047,2327.5386
Current Policies,New Brunswick,Interprovincial In-Flows,2047,654.6978
Current Policies,New Brunswick,Interprovincial Out-Flows,2047,1488.183
Current Policies,New Brunswick,Imports,2047,2705.19
Current Policies,New Brunswick,Exports,2047,858.48
Current Policies,New Brunswick,Net Exports,2047,-1846.71
Current Policies,New Brunswick,Net Interprovincial Out-Flows,2047,833.4852
Current Policies,Newfoundland and Labrador,Interprovincial In-Flows,2047,0
Current Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2047,35616.43
Current Policies,Newfoundland and Labrador,Imports,2047,0
Current Policies,Newfoundland and Labrador,Exports,2047,0
Current Policies,Newfoundland and Labrador,Net Exports,2047,0
Current Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2047,35616.43
Current Policies,Nova Scotia,Interprovincial In-Flows,2047,3418.002
Current Policies,Nova Scotia,Interprovincial Out-Flows,2047,81.9298
Current Policies,Nova Scotia,Imports,2047,0
Current Policies,Nova Scotia,Exports,2047,0
Current Policies,Nova Scotia,Net Exports,2047,0
Current Policies,Nova Scotia,Net Interprovincial Out-Flows,2047,-3336.0722
Current Policies,Ontario,Interprovincial In-Flows,2047,1118.406
Current Policies,Ontario,Interprovincial Out-Flows,2047,7606.692
Current Policies,Ontario,Imports,2047,6895.647
Current Policies,Ontario,Exports,2047,1862.205
Current Policies,Ontario,Net Exports,2047,-5033.442
Current Policies,Ontario,Net Interprovincial Out-Flows,2047,6488.286
Current Policies,Prince Edward Island,Interprovincial In-Flows,2047,516.8605
Current Policies,Prince Edward Island,Interprovincial Out-Flows,2047,0
Current Policies,Prince Edward Island,Imports,2047,0
Current Policies,Prince Edward Island,Exports,2047,0
Current Policies,Prince Edward Island,Net Exports,2047,0
Current Policies,Prince Edward Island,Net Interprovincial Out-Flows,2047,-516.8605
Current Policies,Quebec,Interprovincial In-Flows,2047,39658.66
Current Policies,Quebec,Interprovincial Out-Flows,2047,1736.638
Current Policies,Quebec,Imports,2047,1525.947
Current Policies,Quebec,Exports,2047,29854.08
Current Policies,Quebec,Net Exports,2047,28328.133
Current Policies,Quebec,Net Interprovincial Out-Flows,2047,-37922.022
Current Policies,Saskatchewan,Interprovincial In-Flows,2047,2379.438
Current Policies,Saskatchewan,Interprovincial Out-Flows,2047,34.944
Current Policies,Saskatchewan,Imports,2047,484.9452
Current Policies,Saskatchewan,Exports,2047,213.909
Current Policies,Saskatchewan,Net Exports,2047,-271.0362
Current Policies,Saskatchewan,Net Interprovincial Out-Flows,2047,-2344.494
Evolving Policies,Alberta,Interprovincial In-Flows,2047,0
Evolving Policies,Alberta,Interprovincial Out-Flows,2047,876
Evolving Policies,Alberta,Imports,2047,0
Evolving Policies,Alberta,Exports,2047,350.4
Evolving Policies,Alberta,Net Exports,2047,350.4
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2047,876
Evolving Policies,British Columbia,Interprovincial In-Flows,2047,854.1
Evolving Policies,British Columbia,Interprovincial Out-Flows,2047,0
Evolving Policies,British Columbia,Imports,2047,7451.586
Evolving Policies,British Columbia,Exports,2047,4380
Evolving Policies,British Columbia,Net Exports,2047,-3071.586
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2047,-854.1
Evolving Policies,Canada,Interprovincial In-Flows,2047,58621.39
Evolving Policies,Canada,Interprovincial Out-Flows,2047,60124.51
Evolving Policies,Canada,Imports,2047,13468.62
Evolving Policies,Canada,Exports,2047,51442.26
Evolving Policies,Canada,Net Exports,2047,37973.64
Evolving Policies,Canada,Net Interprovincial Out-Flows,2047,1503.12
Evolving Policies,Manitoba,Interprovincial In-Flows,2047,427.05
Evolving Policies,Manitoba,Interprovincial Out-Flows,2047,2190
Evolving Policies,Manitoba,Imports,2047,0
Evolving Policies,Manitoba,Exports,2047,10045.82
Evolving Policies,Manitoba,Net Exports,2047,10045.82
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2047,1762.95
Evolving Policies,New Brunswick,Interprovincial In-Flows,2047,1041.821
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2047,3248.518
Evolving Policies,New Brunswick,Imports,2047,3528.637
Evolving Policies,New Brunswick,Exports,2047,858.48
Evolving Policies,New Brunswick,Net Exports,2047,-2670.157
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2047,2206.697
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2047,0
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2047,40568.44
Evolving Policies,Newfoundland and Labrador,Imports,2047,0
Evolving Policies,Newfoundland and Labrador,Exports,2047,0
Evolving Policies,Newfoundland and Labrador,Net Exports,2047,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2047,40568.44
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2047,3674.632
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2047,48.312
Evolving Policies,Nova Scotia,Imports,2047,0
Evolving Policies,Nova Scotia,Exports,2047,0
Evolving Policies,Nova Scotia,Net Exports,2047,0
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2047,-3626.32
Evolving Policies,Ontario,Interprovincial In-Flows,2047,6002.874
Evolving Policies,Ontario,Interprovincial Out-Flows,2047,5578.224
Evolving Policies,Ontario,Imports,2047,1122.721
Evolving Policies,Ontario,Exports,2047,0
Evolving Policies,Ontario,Net Exports,2047,-1122.721
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2047,-424.65
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2047,988.3669
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2047,0
Evolving Policies,Prince Edward Island,Imports,2047,0
Evolving Policies,Prince Edward Island,Exports,2047,0
Evolving Policies,Prince Edward Island,Net Exports,2047,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2047,-988.3669
Evolving Policies,Quebec,Interprovincial In-Flows,2047,43497.3
Evolving Policies,Quebec,Interprovincial Out-Flows,2047,7177.015
Evolving Policies,Quebec,Imports,2047,1365.675
Evolving Policies,Quebec,Exports,2047,35369.56
Evolving Policies,Quebec,Net Exports,2047,34003.885
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2047,-36320.285
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2047,2135.25
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2047,438
Evolving Policies,Saskatchewan,Imports,2047,0
Evolving Policies,Saskatchewan,Exports,2047,438
Evolving Policies,Saskatchewan,Net Exports,2047,438
Evolving Policies,Saskatchewan,Net Interprovincial Out-Flows,2047,-1697.25
Current Policies,Alberta,Interprovincial In-Flows,2048,605.6013
