Scenario,Region,Variable,Year,Value
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2032,2156.748
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2032,438
Evolving Policies,Saskatchewan,Imports,2032,0
Evolving Policies,Saskatchewan,Exports,2032,438
Evolving Policies,Saskatchewan,Net Exports,2032,438
Evolving Policies,Saskatchewan,Net Interprovincial Out-Flows,2032,-1718.748
Current Policies,Alberta,Interprovincial In-Flows,2033,0
Current Policies,Alberta,Interprovincial Out-Flows,2033,4458.84
Current Policies,Alberta,Imports,2033,0
Current Policies,Alberta,Exports,2033,350.4
Current Policies,Alberta,Net Exports,2033,350.4
Current Policies,Alberta,Net Interprovincial Out-Flows,2033,4458.84
Current Policies,British Columbia,Interprovincial In-Flows,2033,4270.5
Current Policies,British Columbia,Interprovincial Out-Flows,2033,0
Current Policies,British Columbia,Imports,2033,5237.464
Current Policies,British Columbia,Exports,2033,3599.114
Current Policies,British Columbia,Net Exports,2033,-1638.35
Current Policies,British Columbia,Net Interprovincial Out-Flows,2033,-4270.5
Current Policies,Canada,Interprovincial In-Flows,2033,59186.15
Current Policies,Canada,Interprovincial Out-Flows,2033,60703.74
Current Policies,Canada,Imports,2033,17007.86
Current Policies,Canada,Exports,2033,48558.45
Current Policies,Canada,Net Exports,2033,31550.59
Current Policies,Canada,Net Interprovincial Out-Flows,2033,1517.59
Current Policies,Manitoba,Interprovincial In-Flows,2033,34.0704
Current Policies,Manitoba,Interprovincial Out-Flows,2033,2373.065
Current Policies,Manitoba,Imports,2033,1698.307
Current Policies,Manitoba,Exports,2033,9081.259
Current Policies,Manitoba,Net Exports,2033,7382.952
Current Policies,Manitoba,Net Interprovincial Out-Flows,2033,2338.9946
Current Policies,New Brunswick,Interprovincial In-Flows,2033,89.7271
Current Policies,New Brunswick,Interprovincial Out-Flows,2033,3607.839
Current Policies,New Brunswick,Imports,2033,2434.185
Current Policies,New Brunswick,Exports,2033,858.48
Current Policies,New Brunswick,Net Exports,2033,-1575.705
Current Policies,New Brunswick,Net Interprovincial Out-Flows,2033,3518.1119
Current Policies,Newfoundland and Labrador,Interprovincial In-Flows,2033,0
Current Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2033,39737.9
Current Policies,Newfoundland and Labrador,Imports,2033,0
Current Policies,Newfoundland and Labrador,Exports,2033,0
Current Policies,Newfoundland and Labrador,Net Exports,2033,0
Current Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2033,39737.9
Current Policies,Nova Scotia,Interprovincial In-Flows,2033,3416.4
Current Policies,Nova Scotia,Interprovincial Out-Flows,2033,92.0278
Current Policies,Nova Scotia,Imports,2033,0
Current Policies,Nova Scotia,Exports,2033,0
Current Policies,Nova Scotia,Net Exports,2033,0
Current Policies,Nova Scotia,Net Interprovincial Out-Flows,2033,-3324.3722
Current Policies,Ontario,Interprovincial In-Flows,2033,6496.074
Current Policies,Ontario,Interprovincial Out-Flows,2033,3736.491
Current Policies,Ontario,Imports,2033,5366
Current Policies,Ontario,Exports,2033,4552.318
Current Policies,Ontario,Net Exports,2033,-813.682
Current Policies,Ontario,Net Interprovincial Out-Flows,2033,-2759.583
Current Policies,Prince Edward Island,Interprovincial In-Flows,2033,528.2927
Current Policies,Prince Edward Island,Interprovincial Out-Flows,2033,0
Current Policies,Prince Edward Island,Imports,2033,0
Current Policies,Prince Edward Island,Exports,2033,0
Current Policies,Prince Edward Island,Net Exports,2033,0
Current Policies,Prince Edward Island,Net Interprovincial Out-Flows,2033,-528.2927
Current Policies,Quebec,Interprovincial In-Flows,2033,41960.48
Current Policies,Quebec,Interprovincial Out-Flows,2033,6662.64
Current Policies,Quebec,Imports,2033,1708.2
Current Policies,Quebec,Exports,2033,29854.08
Current Policies,Quebec,Net Exports,2033,28145.88
Current Policies,Quebec,Net Interprovincial Out-Flows,2033,-35297.84
Current Policies,Saskatchewan,Interprovincial In-Flows,2033,2390.607
Current Policies,Saskatchewan,Interprovincial Out-Flows,2033,34.944
Current Policies,Saskatchewan,Imports,2033,563.7061
Current Policies,Saskatchewan,Exports,2033,262.8
Current Policies,Saskatchewan,Net Exports,2033,-300.9061
Current Policies,Saskatchewan,Net Interprovincial Out-Flows,2033,-2355.663
Evolving Policies,Alberta,Interprovincial In-Flows,2033,0
Evolving Policies,Alberta,Interprovincial Out-Flows,2033,898.0493
Evolving Policies,Alberta,Imports,2033,0
Evolving Policies,Alberta,Exports,2033,350.4
Evolving Policies,Alberta,Net Exports,2033,350.4
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2033,898.0493
Evolving Policies,British Columbia,Interprovincial In-Flows,2033,854.1
Evolving Policies,British Columbia,Interprovincial Out-Flows,2033,0
Evolving Policies,British Columbia,Imports,2033,8346.019
Evolving Policies,British Columbia,Exports,2033,4380
Evolving Policies,British Columbia,Net Exports,2033,-3966.019
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2033,-854.1
Evolving Policies,Canada,Interprovincial In-Flows,2033,61118.74
Evolving Policies,Canada,Interprovincial Out-Flows,2033,62685.89
Evolving Policies,Canada,Imports,2033,11718.61
Evolving Policies,Canada,Exports,2033,54025.16
Evolving Policies,Canada,Net Exports,2033,42306.55
Evolving Policies,Canada,Net Interprovincial Out-Flows,2033,1567.15
Evolving Policies,Manitoba,Interprovincial In-Flows,2033,427.05
Evolving Policies,Manitoba,Interprovincial Out-Flows,2033,2190
Evolving Policies,Manitoba,Imports,2033,0
Evolving Policies,Manitoba,Exports,2033,10532.59
Evolving Policies,Manitoba,Net Exports,2033,10532.59
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2033,1762.95
Evolving Policies,New Brunswick,Interprovincial In-Flows,2033,1139.78
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2033,3165.517
Evolving Policies,New Brunswick,Imports,2033,1702.534
Evolving Policies,New Brunswick,Exports,2033,858.48
Evolving Policies,New Brunswick,Net Exports,2033,-844.054
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2033,2025.737
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2033,0
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2033,40772.7
Evolving Policies,Newfoundland and Labrador,Imports,2033,0
Evolving Policies,Newfoundland and Labrador,Exports,2033,0
Evolving Policies,Newfoundland and Labrador,Net Exports,2033,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2033,40772.7
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2033,3416.4
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2033,93.5492
Evolving Policies,Nova Scotia,Imports,2033,0
Evolving Policies,Nova Scotia,Exports,2033,0
Evolving Policies,Nova Scotia,Net Exports,2033,0
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2033,-3322.8508
Evolving Policies,Ontario,Interprovincial In-Flows,2033,10251.34
Evolving Policies,Ontario,Interprovincial Out-Flows,2033,3538.425
Evolving Policies,Ontario,Imports,2033,477.3981
Evolving Policies,Ontario,Exports,2033,3578.924
Evolving Policies,Ontario,Net Exports,2033,3101.5259
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2033,-6712.915
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2033,1021.27
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2033,0
Evolving Policies,Prince Edward Island,Imports,2033,0
Evolving Policies,Prince Edward Island,Exports,2033,0
Evolving Policies,Prince Edward Island,Net Exports,2033,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2033,-1021.27
Evolving Policies,Quebec,Interprovincial In-Flows,2033,41852.05
Evolving Policies,Quebec,Interprovincial Out-Flows,2033,11589.65
Evolving Policies,Quebec,Imports,2033,1192.662
Evolving Policies,Quebec,Exports,2033,33886.77
Evolving Policies,Quebec,Net Exports,2033,32694.108
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2033,-30262.4
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2033,2156.748
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2033,438
Evolving Policies,Saskatchewan,Imports,2033,0
Evolving Policies,Saskatchewan,Exports,2033,438
Evolving Policies,Saskatchewan,Net Exports,2033,438
Evolving Policies,Saskatchewan,Net Interprovincial Out-Flows,2033,-1718.748
Current Policies,Alberta,Interprovincial In-Flows,2034,0
Current Policies,Alberta,Interprovincial Out-Flows,2034,4458.84
Current Policies,Alberta,Imports,2034,0
Current Policies,Alberta,Exports,2034,350.4
Current Policies,Alberta,Net Exports,2034,350.4
Current Policies,Alberta,Net Interprovincial Out-Flows,2034,4458.84
Current Policies,British Columbia,Interprovincial In-Flows,2034,4270.5
Current Policies,British Columbia,Interprovincial Out-Flows,2034,0
Current Policies,British Columbia,Imports,2034,5466.809
Current Policies,British Columbia,Exports,2034,3541.377
Current Policies,British Columbia,Net Exports,2034,-1925.432
Current Policies,British Columbia,Net Interprovincial Out-Flows,2034,-4270.5
Current Policies,Canada,Interprovincial In-Flows,2034,56365.92
Current Policies,Canada,Interprovincial Out-Flows,2034,57811.2
Current Policies,Canada,Imports,2034,16781.47
Current Policies,Canada,Exports,2034,49024.3
Current Policies,Canada,Net Exports,2034,32242.83
Current Policies,Canada,Net Interprovincial Out-Flows,2034,1445.28
Current Policies,Manitoba,Interprovincial In-Flows,2034,34.0704
Current Policies,Manitoba,Interprovincial Out-Flows,2034,2347.426
Current Policies,Manitoba,Imports,2034,1678.844
Current Policies,Manitoba,Exports,2034,9207.429
Current Policies,Manitoba,Net Exports,2034,7528.585
Current Policies,Manitoba,Net Interprovincial Out-Flows,2034,2313.3556
Current Policies,New Brunswick,Interprovincial In-Flows,2034,91.5324
Current Policies,New Brunswick,Interprovincial Out-Flows,2034,3223.754
Current Policies,New Brunswick,Imports,2034,2434.185
Current Policies,New Brunswick,Exports,2034,858.48
Current Policies,New Brunswick,Net Exports,2034,-1575.705
Current Policies,New Brunswick,Net Interprovincial Out-Flows,2034,3132.2216
Current Policies,Newfoundland and Labrador,Interprovincial In-Flows,2034,0
Current Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2034,37294.84
Current Policies,Newfoundland and Labrador,Imports,2034,0
Current Policies,Newfoundland and Labrador,Exports,2034,0
Current Policies,Newfoundland and Labrador,Net Exports,2034,0
Current Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2034,37294.84
Current Policies,Nova Scotia,Interprovincial In-Flows,2034,3416.4
Current Policies,Nova Scotia,Interprovincial Out-Flows,2034,92.0278
Current Policies,Nova Scotia,Imports,2034,0
Current Policies,Nova Scotia,Exports,2034,0
Current Policies,Nova Scotia,Net Exports,2034,0
Current Policies,Nova Scotia,Net Interprovincial Out-Flows,2034,-3324.3722
Current Policies,Ontario,Interprovincial In-Flows,2034,6228.725
Current Policies,Ontario,Interprovincial Out-Flows,2034,3969.088
Current Policies,Ontario,Imports,2034,4991.013
Current Policies,Ontario,Exports,2034,4949.74
Current Policies,Ontario,Net Exports,2034,-41.273
Current Policies,Ontario,Net Interprovincial Out-Flows,2034,-2259.637
Current Policies,Prince Edward Island,Interprovincial In-Flows,2034,617.3287
Current Policies,Prince Edward Island,Interprovincial Out-Flows,2034,0
Current Policies,Prince Edward Island,Imports,2034,0
Current Policies,Prince Edward Island,Exports,2034,0
Current Policies,Prince Edward Island,Net Exports,2034,0
Current Policies,Prince Edward Island,Net Interprovincial Out-Flows,2034,-617.3287
Current Policies,Quebec,Interprovincial In-Flows,2034,39341.76
Current Policies,Quebec,Interprovincial Out-Flows,2034,6390.287
Current Policies,Quebec,Imports,2034,1708.2
Current Policies,Quebec,Exports,2034,29854.08
Current Policies,Quebec,Net Exports,2034,28145.88
Current Policies,Quebec,Net Interprovincial Out-Flows,2034,-32951.473
Current Policies,Saskatchewan,Interprovincial In-Flows,2034,2365.609
Current Policies,Saskatchewan,Interprovincial Out-Flows,2034,34.944
Current Policies,Saskatchewan,Imports,2034,502.4216
Current Policies,Saskatchewan,Exports,2034,262.8
Current Policies,Saskatchewan,Net Exports,2034,-239.6216
Current Policies,Saskatchewan,Net Interprovincial Out-Flows,2034,-2330.665
Evolving Policies,Alberta,Interprovincial In-Flows,2034,0
Evolving Policies,Alberta,Interprovincial Out-Flows,2034,892.9106
Evolving Policies,Alberta,Imports,2034,0
Evolving Policies,Alberta,Exports,2034,350.4
Evolving Policies,Alberta,Net Exports,2034,350.4
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2034,892.9106
Evolving Policies,British Columbia,Interprovincial In-Flows,2034,854.1
Evolving Policies,British Columbia,Interprovincial Out-Flows,2034,0
Evolving Policies,British Columbia,Imports,2034,7775.378
Evolving Policies,British Columbia,Exports,2034,4380
Evolving Policies,British Columbia,Net Exports,2034,-3395.378
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2034,-854.1
Evolving Policies,Canada,Interprovincial In-Flows,2034,60083.58
Evolving Policies,Canada,Interprovincial Out-Flows,2034,61624.18
Evolving Policies,Canada,Imports,2034,10107.52
Evolving Policies,Canada,Exports,2034,56785.56
Evolving Policies,Canada,Net Exports,2034,46678.04
Evolving Policies,Canada,Net Interprovincial Out-Flows,2034,1540.6
Evolving Policies,Manitoba,Interprovincial In-Flows,2034,427.05
Evolving Policies,Manitoba,Interprovincial Out-Flows,2034,2190
Evolving Policies,Manitoba,Imports,2034,0
Evolving Policies,Manitoba,Exports,2034,10353.76
Evolving Policies,Manitoba,Net Exports,2034,10353.76
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2034,1762.95
Evolving Policies,New Brunswick,Interprovincial In-Flows,2034,1163.439
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2034,2355.577
Evolving Policies,New Brunswick,Imports,2034,972.8981
Evolving Policies,New Brunswick,Exports,2034,858.48
Evolving Policies,New Brunswick,Net Exports,2034,-114.4181
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2034,1192.138
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2034,0
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2034,40316.2
Evolving Policies,Newfoundland and Labrador,Imports,2034,0
Evolving Policies,Newfoundland and Labrador,Exports,2034,0
Evolving Policies,Newfoundland and Labrador,Net Exports,2034,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2034,40316.2
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2034,3416.4
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2034,93.4771
Evolving Policies,Nova Scotia,Imports,2034,0
Evolving Policies,Nova Scotia,Exports,2034,0
Evolving Policies,Nova Scotia,Net Exports,2034,0
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2034,-3322.9229
Evolving Policies,Ontario,Interprovincial In-Flows,2034,10011.54
Evolving Policies,Ontario,Interprovincial Out-Flows,2034,3969.97
Evolving Policies,Ontario,Imports,2034,179.1805
Evolving Policies,Ontario,Exports,2034,5650.745
Evolving Policies,Ontario,Net Exports,2034,5471.5645
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2034,-6041.57
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2034,1095.906
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2034,0
Evolving Policies,Prince Edward Island,Imports,2034,0
Evolving Policies,Prince Edward Island,Exports,2034,0
Evolving Policies,Prince Edward Island,Net Exports,2034,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2034,-1095.906
Evolving Policies,Quebec,Interprovincial In-Flows,2034,40963.4
Evolving Policies,Quebec,Interprovincial Out-Flows,2034,11368.04
Evolving Policies,Quebec,Imports,2034,1180.062
Evolving Policies,Quebec,Exports,2034,34754.18
Evolving Policies,Quebec,Net Exports,2034,33574.118
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2034,-29595.36
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2034,2151.738
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2034,438
Evolving Policies,Saskatchewan,Imports,2034,0
Evolving Policies,Saskatchewan,Exports,2034,438
Evolving Policies,Saskatchewan,Net Exports,2034,438
